biz_name,biz_info,e_address,e_city,e_state,e_postal,e_country,loc_county,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,biz_phone,biz_email,web_url,img_url,c_type,c_years,c_setting,c_housing,c_pop,c_ratio,c_tuition,oos_tuition,rank,acceptance_rate,majors,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8
Antioch University Los Angeles,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,400 Corporate Pointe,Culver City,CA,90230,USA,Los Angeles,6037,,4480,PST,Y,(310) 578-1080,,http://www.antiochla.edu,,Private (Not For Profit),4 Years,Suburb: Large,0,752,10 to 1,,,,,,,,,,,,,
Antioch University Midwest,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,900 Dayton St,Yellow Springs,OH,45387,USA,Greene,39057,2000,,EST,Y,(937) 769-1800,,http://www.midwest.antioch.edu/,,Private (Not For Profit),4 Years,Town: Fringe,0,698,15 to 1,,,,,,,,,,,,,
Antioch University New England,Postbaccalaureate certificate;Master's degree;Post-master's certificate,40 Avon St,Keene,NH,3431,USA,Cheshire,33005,,,EST,Y,(603) 357-3122,,http://www.antiochne.edu,,Private (Not For Profit),4 Years,Town: Distant,0,877,,,,,,,,,,,,,,
Antioch University PhD Program in Leadership and Change,,150 E South College St,Yellow Springs,OH,45387,USA,Greene,39057,2000,,EST,Y,(937) 769-1360,,http://www.phd.antioch.edu,,Private (Not For Profit),4 Years,Town: Fringe,0,137,,,,,,,,,,,,,,
Antioch University Seattle,Bachelor's degree;Postbaccalaureate certificate;Master's degree,2326 6th Ave,Seattle,WA,98121,USA,King,53033,,7600,PST,Y,(206) 441-5352,,http://www.antiochseattle.edu,,Private (Not For Profit),4 Years,City: Large,0,996,9 to 1,,,,,,,,,,,,,
Antioch University-Santa Barbara,Bachelor's degree;Master's degree,801 Garden St #101,Santa Barbara,CA,93101,USA,Santa Barbara,6083,7480,,PST,Y,(805) 962-8179,,http://www.antiochsb.edu,,Private (Not For Profit),4 Years,City: Small,0,365,9 to 1,,,,,,,,,,,,,
Apex School of Theology,Associate's degree;Bachelor's degree;Master's degree,2945 S Miami Blvd #114,Durham,NC,27703,USA,Durham,37063,6640,,EST,Y,(919) 572-1625,,http://www.apexsot.edu,,Private (Not For Profit),4 Years,Rural: Fringe,0,245,9 to 1,,,,,,,,,,,,,
Appalachian Bible College,One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,161 College Dr,Mt Hope,WV,25880,USA,Fayette,54019,,,EST,Y,(304) 877-6428,,http://www.abc.edu,,Private (Not For Profit),4 Years,Town: Fringe,1,300,16 to 1,,,,,,,,,,,,,
Appalachian College of Pharmacy,,1060 Dragon Road,Oakwood,VA,24631,USA,Buchanan,51027,,,EST,Y,(276) 498-4190,,http://www.acpharm.org,,Private (Not For Profit),4 Years,,0,199,,,,,,,,,,,,,,
Appalachian School of Law,,1169 Edgewater Dr,Grundy,VA,24614,USA,Buchanan,51027,,,EST,Y,(276) 935-4349,,http://www.asl.edu,,Private (Not For Profit),4 Years,Rural: Remote,0,334,,,,,,,,,,,,,,
Appalachian State University,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,ASU Box 32004,Boone,NC,28608,USA,Watauga,37189,,,EST,Y,(828) 262-2000,,http://www.appstate.edu/,,Public,4 Years,Town: Distant,1,16968,17 to 1,,,,,,,,,,,,,
Aquinas College,Associate's degree;Bachelor's degree;Master's degree,1607 Robinson Rd SE,Grand Rapids,MI,49506,USA,Kent,26081,3000,,EST,Y,(616) 632-8900,,http://www.aquinas.edu,,Private (Not For Profit),4 Years,City: Midsize,1,2145,13 to 1,,,,,,,,,,,,,
Aquinas Institute of Theology,Postbaccalaureate certificate;Master's degree,23 S Spring Ave,St Louis,MO,63108,USA,Saint Louis City,29510,7040,,CST,Y,(314) 256-8800,,http://www.ai.edu,,Private (Not For Profit),4 Years,City: Large,0,244,,,,,,,,,,,,,,
Arcadia University,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,450 S Easton Rd,Glenside,PA,19038,USA,Montgomery,42091,,6160,EST,Y,(215) 572-2900,,http://www.arcadia.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,3953,13 to 1,,,,,,,,,,,,,
Argosy University-Atlanta,Bachelor's degree;Master's degree;Post-master's certificate,980 Hammond Dr NE #100,Atlanta,GA,30328,USA,Fulton,13121,520,,EST,Y,(770) 671-1200,,http://www.argosy.edu/atlanta,,Private (For Profit),4 Years,City: Small,0,2697,11 to 1,,,,,,,,,,,,,
Argosy University-Chicago,Bachelor's degree;Master's degree;Post-master's certificate,225 N Michigan Ave #1300,Chicago,IL,60601,USA,Cook,17031,,1600,CST,Y,(312) 777-7600,,http://www.argosy.edu/chicago,,Private (For Profit),4 Years,City: Large,0,1348,11 to 1,,,,,,,,,,,,,
Argosy University-Dallas,Bachelor's degree;Master's degree;Post-master's certificate,5001 Lyndon B Johnson Fwy,Farmers Branch,TX,75244,USA,Dallas,48113,,1920,CST,Y,(214) 890-9900,,http://www.argosy.edu/dallas/,,Private (For Profit),4 Years,City: Large,0,534,11 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Argosy University-Denver,Bachelor's degree;Master's degree;Post-master's certificate,7600 E Eastman Ave,Denver,CO,80224,USA,Denver,8031,,2080,MST,Y,(303) 923-4110,,http://www.argosy.edu/denver/,,Private (For Profit),4 Years,City: Large,0,397,7 to 1,,,,,,,,,,,,,
Argosy University-Hawaii,Bachelor's degree;Master's degree;Post-master's certificate,"Terabiz: Pacific Tower, Ste 1185, 1001 Bishop St",Honolulu,HI,96813,USA,Honolulu,15003,3320,,PST-2,N,(808) 536-5555,,http://www.argosy.edu/hawaii/,,Private (For Profit),4 Years,City: Large,0,449,9 to 1,,,,,,,,,,,,,
Argosy University-Inland Empire,Bachelor's degree;Master's degree;Post-master's certificate,636 E Brier Dr #120,San Bernardino,CA,92408,USA,San Bernardino,6071,,6780,PST,Y,(909) 915-3800,,http://www.argosy.edu/inlandempire,,Private (For Profit),4 Years,City: Midsize,0,611,11 to 1,,,,,,,,,,,,,
Argosy University-Los Angeles,Bachelor's degree;Master's degree;Post-master's certificate,5230 Pacific Concourse Dr #200,Los Angeles,CA,90045,USA,Los Angeles,6037,,4480,PST,Y,(310) 531-9700,,http://www.argosy.edu/losangeles,,Private (For Profit),4 Years,,0,435,9 to 1,,,,,,,,,,,,,
Argosy University-Nashville,Bachelor's degree;Master's degree;Post-master's certificate,100 Centerview Dr #225,Nashville,TN,37214,USA,Davidson,47037,5360,,CST,Y,(615) 525-2800,,http://www.argosy.edu/nashville/,,Private (For Profit),4 Years,City: Large,0,455,11 to 1,,,,,,,,,,,,,
Argosy University-Orange County,Bachelor's degree;Master's degree;Post-master's certificate,601 S Lewis St,Orange,CA,92840,USA,Orange,6059,,5945,PST,Y,(714) 620-3700,,http://www.argosy.edu/orangecounty,,Private (For Profit),4 Years,City: Midsize,0,935,11 to 1,,,,,,,,,,,,,
Argosy University-Phoenix,Bachelor's degree;Master's degree;Post-master's certificate,2233 W Dunlap Ave,Phoenix,AZ,85021,USA,Maricopa,4013,6200,,MST,N,(602) 216-2600,,http://www.argosy.edu/phoenix/,,Private (For Profit),4 Years,City: Large,0,885,12 to 1,,,,,,,,,,,,,
Argosy University-Salt Lake City,Bachelor's degree;Master's degree;Post-master's certificate,121 W Election Rd #300,Draper,UT,84020,USA,Salt Lake,49035,7160,,MST,Y,(801) 601-5000,,http://www.argosy.edu/locations/salt-lake-city/default.aspx,,Private (For Profit),4 Years,,0,275,7 to 1,,,,,,,,,,,,,
Argosy University-San Diego,Bachelor's degree;Master's degree;Post-master's certificate,1615 Murray Canyon Rd #100,San Diego,CA,92108,USA,San Diego,6073,7320,,PST,Y,(619) 321-3000,,http://www.argosy.edu/sandiego,,Private (For Profit),4 Years,City: Large,0,269,9 to 1,,,,,,,,,,,,,
Argosy University-San Francisco Bay Area,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,1005 Atlantic Ave,Alameda,CA,94501,USA,Alameda,6001,,5775,PST,Y,(510) 217-4700,,http://www.argosy.edu/sanfrancisco,,Private (For Profit),4 Years,Suburb: Large,0,880,9 to 1,,,,,,,,,,,,,
Argosy University-Sarasota,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,5250 17th St,Sarasota,FL,34235,USA,Sarasota,12115,7510,,EST,Y,(941) 379-0404,,http://www.argosy.edu/sarasota/,,Private (For Profit),4 Years,Suburb: Large,0,1815,10 to 1,,,,,,,,,,,,,
Argosy University-Schaumburg,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,999 N Plaza Dr #111,Schaumburg,IL,60173,USA,Cook,17031,,1600,CST,Y,(847) 969-4900,,http://www.argosy.edu/schaumburg,,Private (For Profit),4 Years,City: Small,0,773,11 to 1,,,,,,,,,,,,,
Argosy University-Seattle,Bachelor's degree;Master's degree;Post-master's certificate,2601 Elliott Ave,Seattle,WA,98121,USA,King,53033,,7600,PST,Y,(206) 283-4500,,http://www.argosy.edu/seattle,,Private (For Profit),4 Years,City: Large,0,487,12 to 1,,,,,,,,,,,,,
Argosy University-Tampa,Bachelor's degree;Master's degree;Post-master's certificate,1403 N Howard Ave,Tampa,FL,33607,USA,Hillsborough,12057,8280,,EST,Y,(813) 393-5290,,http://www.argosy.edu/tampa,,Private (For Profit),4 Years,City: Large,0,742,9 to 1,,,,,,,,,,,,,
Argosy University-Washington D.C.,Bachelor's degree;Master's degree;Post-master's certificate,1550 Wilson Blvd #600,Arlington,VA,22209,USA,Arlington,51013,,8840,EST,Y,(703) 526-5800,,http://www.argosy.edu/washingtondc,,Private (For Profit),4 Years,City: Midsize,0,1242,12 to 1,,,,,,,,,,,,,
Arizona Christian University,One but less than two years certificate;Associate's degree;Bachelor's degree,2625 E Cactus Rd,Phoenix,AZ,85032,USA,Maricopa,4013,6200,,MST,N,(602) 489-5300,,http://www.swcaz.edu,,Private (Not For Profit),4 Years,City: Large,1,401,28 to 1,,,,,,,,,,,,,
Arizona State University,Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,S Mill Ave &amp; E University Dr,Tempe,AZ,85281,USA,Maricopa,4013,6200,,MST,N,(480) 965-9011,,http://www.asu.edu/,,Public,4 Years,City: Midsize,1,68064,23 to 1,,,,,,,,,,,,,
Arkansas State University-Main Campus,One but less than two years certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,2105 Aggie Rd,Jonesboro,AR,72401,USA,Craighead,5031,3700,,CST,Y,(870) 972-2100,,http://www.www2.astate.edu,,Public,4 Years,City: Small,1,12156,17 to 1,,,,,,,,,,,,,
Arkansas Tech University,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree;Post-master's certificate,1509 N Boulder Ave,Russellville,AR,72801,USA,Pope,5115,,,CST,Y,(479) 968-0389,,http://www.atu.edu,,Public,4 Years,Town: Remote,1,8814,18 to 1,,,,,,,,,,,,,
Arlington Baptist College,Bachelor's degree;Master's degree,3001 W Division St,Arlington,TX,76012,USA,Tarrant,48439,,2800,CST,Y,(817) 461-8741,,http://www.abconline.edu,,Private (Not For Profit),4 Years,City: Large,1,158,12 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
